id,title,artist_name,artist_uri,genres,image,last_fm_uri
cef4d7e6-5f96-40ad-8841-e870a06e36e1,Iris,Goo Goo Dolls,https://www.last.fm/music/Goo+Goo+Dolls,"rock, alternative rock, 90s, alternative, Love",,https://www.last.fm/music/Goo+Goo+Dolls/_/Iris
025ddcb2-f4cc-4fac-a55f-251a4144566c,I Was Wrong,Chris Stapleton,https://www.last.fm/music/Chris+Stapleton,"fallon, 2010s blues soul",,https://www.last.fm/music/Chris+Stapleton/_/I+Was+Wrong
5d24baf0-24bf-4637-b0a9-72156a9b6ed6,No One's Gonna Love You,Band of Horses,https://www.last.fm/music/Band+of+Horses,"indie, indie rock, Love, band of horses, beautiful",,https://www.last.fm/music/Band+of+Horses/_/No+One%27s+Gonna+Love+You
e3c1eeee-b843-40a5-abe0-bafa1cc9863c,Long Before Rock 'n' Roll,Mando Diao,https://www.last.fm/music/Mando+Diao,"indie rock, swedish, indie, rock, Garage Rock",,https://www.last.fm/music/Mando+Diao/_/Long+Before+Rock+%27n%27+Roll
08c2da79-65ed-3f30-bb81-7dd558632094,Under Control,Good Shoes,https://www.last.fm/music/Good+Shoes,"indie rock, indie, british, uk indie, Tanzbar",,https://www.last.fm/music/Good+Shoes/_/Under+Control
058db2c9-e9c3-379d-a640-7a7bc6bb5ed9,The Photos On My Wall,Good Shoes,https://www.last.fm/music/Good+Shoes,"indie, indie rock, britpop, Good Shoes, pop",,https://www.last.fm/music/Good+Shoes/_/The+Photos+On+My+Wall
f7dce826-bf44-4a6f-a3d6-aec38a064ae3,Painted By Numbers,The Sounds,https://www.last.fm/music/The+Sounds,"rock, indie, swedish, indie rock, female vocalists",,https://www.last.fm/music/The+Sounds/_/Painted+By+Numbers
0283d037-38d3-4a7e-a2af-fce796ea0bcc,One Week of Danger,The Virgins,https://www.last.fm/music/The+Virgins,"gossip girl, indie, sexy, rock, dance",,https://www.last.fm/music/The+Virgins/_/One+Week+of+Danger
2d998a51-9b59-39e9-8739-50a96821555b,Jenny Says,Cowboy Mouth,https://www.last.fm/music/Cowboy+Mouth,"rock, alternative rock, 90s, indie, alternative",,https://www.last.fm/music/Cowboy+Mouth/_/Jenny+Says
06e38493-1c95-472e-a5be-89372ddc38f8,Sugarhigh,Coyote Shivers,https://www.last.fm/music/Coyote+Shivers,"Soundtrack, empire records, rock, alternative, 90s",,https://www.last.fm/music/Coyote+Shivers/_/Sugarhigh
49ac387a-df25-399e-ae3b-73376b849198,Open Road Song,EVE 6,https://www.last.fm/music/EVE+6,"alternative rock, 90s, rock, alternative, punk",,https://www.last.fm/music/EVE+6/_/Open+Road+Song
2adb9dca-72d1-3906-99d3-a06eef7251f9,I Don't Want To Live Today,Ape Hangers,https://www.last.fm/music/Ape+Hangers,"empire records, Soundtrack, rock, old punk, alternative",,https://www.last.fm/music/Ape+Hangers/_/I+Don%27t+Want+To+Live+Today
028ba54f-90cd-3406-a473-69959a589f9b,Spinning Around Over You,Lenny Kravitz,https://www.last.fm/music/Lenny+Kravitz,"rock, Soundtrack, alternative rock, chillout, hard rock",,https://www.last.fm/music/Lenny+Kravitz/_/Spinning+Around+Over+You
43c1bec3-d948-4bce-b636-8c2c1493d427,Teenage Dirtbag,Wheatus,https://www.last.fm/music/Wheatus,"rock, alternative, alternative rock, 90s, pop",,https://www.last.fm/music/Wheatus/_/Teenage+Dirtbag
045c753b-2d4e-31f6-b4f1-6cc00b4ed6e3,Don't Wanna Be Here,Cool For August,https://www.last.fm/music/Cool+For+August,"favourite, banned, writing music",,https://www.last.fm/music/Cool+For+August/_/Don%27t+Wanna+Be+Here
35639ad5-7d0b-4824-ac53-c49e46616bfb,Claire Danes Poster,Size 14,https://www.last.fm/music/Size+14,"name check, on second thought maybe you should have listened to simple plan, playlist: i object",,https://www.last.fm/music/Size+14/_/Claire+Danes+Poster
28248f38-ec97-334d-9236-8e75036791ef,Jump Right In,The Urge,https://www.last.fm/music/The+Urge,"ska, reggae, alternative, 90s, daria",,https://www.last.fm/music/The+Urge/_/Jump+Right+In
2e9a483a-1bf6-4ee8-af48-dee1387c08f4,High,Feeder,https://www.last.fm/music/Feeder,"rock, alternative rock, 90s, indie, alternative",,https://www.last.fm/music/Feeder/_/High
5af81d80-a894-36f6-9299-e801d6bdc73a,When I Come Around,Green Day,https://www.last.fm/music/Green+Day,"punk rock, punk, rock, 90s, green day",,https://www.last.fm/music/Green+Day/_/When+I+Come+Around
c8caab75-17b9-47f5-b431-3198cfb2cbfb,Nearly Lost You,Screaming Trees,https://www.last.fm/music/Screaming+Trees,"Grunge, 90s, alternative, rock, seattle",,https://www.last.fm/music/Screaming+Trees/_/Nearly+Lost+You
60594e87-6313-3b39-872e-0cb724976101,Pure Imagination,Smoking Popes,https://www.last.fm/music/Smoking+Popes,"cover, covers, punk, favorite songs, indie rock",,https://www.last.fm/music/Smoking+Popes/_/Pure+Imagination
6e7e3c2e-29dc-45b6-bbee-35748809d7cc,36 Degrees,Placebo,https://www.last.fm/music/Placebo,"alternative rock, rock, alternative, Placebo, indie",,https://www.last.fm/music/Placebo/_/36+Degrees
65e50f7b-1e5b-448b-b8ec-16d1fe787f16,Watch The Girl Destroy Me,Possum Dixon,https://www.last.fm/music/Possum+Dixon,"rock, indie, alternative, 90s, male vocalist",,https://www.last.fm/music/Possum+Dixon/_/Watch+The+Girl+Destroy+Me
17940703-bc0c-35b2-a716-fda8f22640de,Possum Kingdom,Toadies,https://www.last.fm/music/Toadies,"90s, rock, alternative rock, alternative, Grunge",,https://www.last.fm/music/Toadies/_/Possum+Kingdom
1f8faa12-03c7-3c1d-8de9-d2538f729ee5,Fire Escape,Fastball,https://www.last.fm/music/Fastball,"90s, rock, pop, alternative rock, alternative",,https://www.last.fm/music/Fastball/_/Fire+Escape
